2555,simple,,,Baphy,1,1,visible,,"&nbsp;\n<p data-start=""15"" data-end=""311"">Una pequeña criatura nocturna tejida a mano que ama esconderse entre libros antiguos y velas encendidas. Aunque parece misterioso, Baphy siempre acompaña a sus humanos favoritos durante largas noches de videojuegos y películas de terror.</p>",,,taxable,,1,,,0,0,,,,,1,,24000,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/mur.png,,,,,,,,,0,,1779667235,,
2557,simple,,,Cthulhuita,1,1,visible,,"<p data-start=""338"" data-end=""584"">Una mini entidad marina llegada desde dimensiones desconocidas… pero extremadamente abrazable. Cthulhuita colecciona secretos, dulces y pequeños objetos brillantes encontrados en las profundidades.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/CTH.png,,,,,,,,,0,,1779758171,,
2559,simple,,,Stitchy,1,1,visible,,"Creado con retazos mágicos y mucha paciencia, Stitchy es un pequeño monstruo torpe pero adorable que siempre protege mochilas, llaves y bolsos con energía caóticamente tierna.",,,taxable,,1,,,0,0,,,,,1,,,12000,Llavero,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/lla.png,,,,,,,,,0,,1779667235,,
2575,simple,,,Peekers,1,1,visible,,"<p>Los Peekers nacen en grietas dimensionales. No son peligrosos; simplemente sienten una curiosidad insaciable por todo lo que sucede a su alrededor.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2576,simple,,,Monoculs,1,1,visible,,"<p>Los Monoculs poseen un único ojo capaz de observar varios planos simultáneamente. Siempre saben cuándo alguien está a punto de tomar una mala decisión.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2577,simple,,,Peelbeasts,1,1,visible,,"<p>Los Peelbeasts habitan mercados abandonados durante la madrugada. A pesar de sus enormes colmillos, prefieren comer dulces y caramelos antes que cualquier otra cosa.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2578,simple,,,Twiglets,1,1,visible,,"<p>Los Twiglets suelen esconderse entre ramas secas y adornos olvidados. Les encanta acompañar viajeros, aunque rara vez se dejan ver.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2579,simple,,,Runeborns,1,1,visible,,"<p>Los Runeborns nacen cuando una runa antigua permanece olvidada durante siglos. Cada símbolo grabado en su rostro representa un juramento que nunca debe romperse.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,uag-css-2579.css,
2580,simple,,,Moonfae,1,1,visible,,"<p>Los Moonfae recolectan fragmentos de luz lunar para fabricar amuletos. Suelen conserva los colmillos sagrados heredados de su clan.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2581,simple,,,Frostkins,1,1,visible,,"<p>Los Frostkins aparecen en lagos congelados durante los inviernos más silenciosos. Su lengua brillante puede detectar emociones ocultas en las personas.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2582,simple,,,Noctheris,1,1,visible,,"<p>Los Noctheris son nobles de los Reinos Crepusculares. Organizan bailes bajo eclipses parciales y consideran las pesadillas una forma refinada de arte.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2583,simple,,,Auraliths,1,1,visible,,"<p>Los Auraliths proceden de lunas cubiertas por niebla violeta. Sus cuerpos albergan pequeños portales biológicos que utilizan para almacenar objetos diminutos y recuerdos importantes.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,uag-css-2583.css,
2584,simple,,,Mawlings,1,1,visible,,"<p>Los Mawlings expresan emociones mediante la posición de sus dientes. Cuando sonríen ampliamente, suele significar amistad... aunque pocos se atreven a comprobarlo.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2585,simple,,,Drowskats,1,1,visible,,"<p>Los Drowskats son viajeros eternamente cansados. Pueden dormir durante semanas y despertar exactamente donde necesitan estar. Jamás recuerdan cómo llegaron a sus destinos.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2586,simple,,,Stitchlings,1,1,visible,,"<p>Los Stitchlings nacen cuando alguien abandona una muñeca querida. Cada remiendo contiene fragmentos de recuerdos olvidados. Cada uno conserva más de cien historias distintas en su interior.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2587,simple,,,Mushgroves,1,1,visible,,"<p>Los Mushgroves viven en claros donde jamás desaparece la niebla. Sobre sus cuernos crecen hongos que indican las estaciones. Pueden encontrar agua incluso en los veranos más secos.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2588,simple,,,Velari,1,1,visible,,"<p>Los Velari son mensajeros entre las estaciones. Cuando uno aparece, significa que un gran cambio se aproxima. Portan plumas bendecidas por los vientos del norte.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2589,simple,,,Rootfolk,1,1,visible,,"<p>Los Rootfolk cuidan senderos ocultos que conectan bosques distantes. Recorren cientos de kilómetros sin abandonar jamás la sombra de los árboles.</p>",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,,,,,,,,,,0,,1779667235,,
2590,simple,,,Sporelings,1,1,visible,,"Los Sporelings son pequeños viajeros de los bosques húmedos. Cada vez que uno ríe, libera esporas luminosas que provocan sueños coloridos en quienes las respiran.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/mycori.png,,,,,,,,,0,,1779764381,,raro
2591,simple,,,Mosskins,1,1,visible,,"Los Mosskins nacen dentro de troncos huecos cubiertos de musgo. Son guardianes silenciosos de semillas perdidas. Pueden reconocer la edad de cualquier árbol con solo tocar su corteza.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/ChatGPT-Image-25-may-2026-09_26_34-p.m.png,,,,,,,,,0,,1779762439,,epico
2592,simple,,,Carnivales,1,1,visible,,"Los Carnivales provienen de ferias desaparecidas que aparecen una vez cada siglo. Disfrutan observando a los viajeros desde las sombras mientras recopila historias extrañas para su colección personal.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/carnival.png,,,,,,,,,0,,1779764161,,mitico
2593,simple,,,Vorabuns,1,1,visible,,"Los Vorabuns son confundidos con conejos comunes hasta que muestran su sonrisa. Se alimentan exclusivamente de frutas demasiado maduras y suelen dormir bajo raíces gigantes.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/ChatGPT-Image-25-may-2026-09_11_58-p.m.png,,,,,,,,,0,,1779762103,,legendario
2594,simple,,,Somnuks,1,1,visible,,"Los Somnuks aparecen únicamente durante las siestas profundas. Custodian puertas invisibles entre los sueños y el mundo real. Llevan una llave antigua capaz de abrir recuerdos olvidados.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/352df92c-d653-47ba-b6ad-af1ac10b4025.png,,,,,,,,,0,,1779761446,,legendario
2595,simple,,,Brimps,1,1,visible,,"Los Brimps habitan las Cavidades Carmesí, túneles subterráneos iluminados por hongos rojos. Aunque tienen apariencia demoníaca, son criaturas curiosas que coleccionan botones, llaves y objetos perdidos. Son conocidos por intercambiar tesoros brillantes por secretos.",,,taxable,,1,,,0,0,,,,,1,,,39000,Amigurumi,,,http://192.168.80.26/wordpress/wp-content/uploads/2026/05/ChatGPT-Image-25-may-2026-09_06_16-p.m.png,,,,,,,,,0,,1779761220,,epico
2605,simple,,,Oculops,1,0,visible,,"Los Oculops habitan talleres abandonados donde permanecen herramientas olvidadas durante décadas. Su único diente frontal crece lentamente absorbiendo fragmentos de creatividad dispersos en el ambiente. Cuando encuentran una idea especialmente brillante, emiten un sonido grave que puede escucharse a través de las paredes y atraer a otros de su especie.",,,taxable,,1,,,0,0,,,,,1,,,,"Sin categorizar",,,,,,,,,,,,0,,1779765280,,epico
